"","full_text","display_text_range","retweet_count","favorite_count","lang","followers_count","friends_count","url","description","verified"
"3051","RT @PundiXLabs: At #PUNDIX, we care about sustainability and build the products with care. We are also committed to combating #climatechang…",140,235,0,"en",0,7,NA,"#matic
🌐 🇨🇦Edmonton",FALSE
"3052","RT @PeckAgEc: Great #Postdoc opportunity in #Agronomy or #Ecology with @USDA_ARS &amp; @USDAClimateHubs
 in North Dakota, doing science synthes…",144,10,0,"en",1110,2103,"https://t.co/7OcJqC1nUE","Northwest Climate &  WWETAC. #Climate adaptation. Views are mine & don't reflect employer endorsement. @NWClimate@mindly.social",FALSE
"3053","RT @edwinNamakanga: Water shortage is becoming increasingly severe due to climate.
#climatechange #climateaction #waterscarcity https://t.c…",140,20,0,"en",415,1010,NA,"Negre Mawon, Public Health Professional, To the world w/ love. #kmchronicles #bekind #communityengagementsme",FALSE
"3054","Where do #Nigeria’s presidential frontrunners stand on #climatechange? https://t.co/hnPTsC8QGW",94,3,4,"en",87448,2797,"https://t.co/q1Fq6JUAed","Analyse. Investigate. Amplify. The pan-African magazine brought to you by @royafrisoc. Write for us! - https://t.co/fwQQLRBiuJ",FALSE
"3055","@SaltyCracker9 #climatechange is #racist",40,0,0,"und",85,159,NA,"Meh",FALSE
"3056","RT @NCSE: While no specific issues are described in the bill as controversial, evolution and climate change — though not scientifically con…",140,3,0,"en",9470,10426,"https://t.co/6DLrz9cahJ","DemCast https://t.co/eO6kJUVDOF
#StopThePowerGrab
@gwaldby@mastodon.social
https://t.co/biDtoKOYxu",FALSE
"3057","RT @ETNowSwadesh: 🔸मौसम की रुसवाई, गर्मी का पारा 'हाई'
🔸फरवरी में ही गर्मी का 'मार्च' शुरू
🔸40° तक चढ़ा पारा, मौसम के आगे इंसान बेबस-बेचारा…",140,1,0,"hi",1044,888,"https://t.co/DQV5I1bWMZ","Reports for @ETNowlive, @ETNowSwadesh. Previously with @FinancialXpress, @BTVI @CNBC_Awaaz.",FALSE
"3058","RT @ColumbiaMSPH: Wondering how health systems can become more resilient in the face of #climatechange? Join 
@GCCHE_  @GovCanHealth @pahow…",140,8,0,"en",5238,5028,"https://t.co/iwvfbV2hH6","In-depth, public-interest health journalism. Member of the SA Press Council and bound by the Press Code. https://t.co/dzl0cJ7PII…",FALSE
"3059","RT @patriciakombo: Climate Change and food security.

The image speaks it all.
Crops are drying as a result of continued drought in Kenya .…",140,35,0,"en",392,1419,NA,"phD in neuropharmacology that found take care of a family in USA a more challenging and important task",FALSE
"3060","RT @Green_Element: This article in the @newyorktimes outlines why 2022 might just be the tipping point for many taking climate change serio…",140,1,0,"en",2185,5002,NA,"#petitions raise awareness  #Climate Crisis #animals #Injustice #biodiversity #wildlife #vegan #biodiversity #AnimalsRadio #plantbased #news #Nature #Earth",FALSE
"3061","RT @TravelTomorrowX: .@UN Head says cities worldwide face climate “death sentence”
@antonioguterres #naturaldisaster #SecurityCouncil #clim…",140,2,0,"en",562,0,NA,"Monitor Natural disaster related twitter activity to feed In Memoriam interactive installation",FALSE
"3062","RT @edwinNamakanga: Water shortage is becoming increasingly severe due to climate.
#climatechange #climateaction #waterscarcity https://t.c…",140,20,0,"en",31,252,NA,"Mar 15, 2019, 89 yr old Frank Thompson sat in front of our MPP's office. His friends still gather every Fri or do shoe strikes during Covid lockdowns.",FALSE
"3063","RT @africanofilter: Calling all artists, performers, journos, content creators &amp; gamers. If you’re working on a #ClimateChange project you…",143,1,0,"en",805,528,"https://t.co/faNpjrSh72","Studied Journalism and Communication @Makerere | Multimedia Journalist | @IMChallengeug fellow 2022 | News reporter @coufamilytv | Believer |
Romans 10:11",FALSE
"3064","RT @africanofilter: African writers and poets are invited to submit work that explores the impact of #ClimateChange to the Bold 2023 Contin…",140,1,0,"en",805,528,"https://t.co/faNpjrSh72","Studied Journalism and Communication @Makerere | Multimedia Journalist | @IMChallengeug fellow 2022 | News reporter @coufamilytv | Believer |
Romans 10:11",FALSE
"3065","Michael Gove, i think you have something on your nose (The Tory legacy since 2010)   https://t.co/y9sw0TqSKp  #ToryFail #Conservative #poverty #Brexit #Tory #Gove #satire 2 #ClimateChange",187,0,0,"en",300664,23771,NA,"looking in-looking on,
making art, still trying to work out the difference between a smile & a grin
#sculptor #artist #poet #women #Satire #writer #animation",FALSE
"3066","RT @GreensEFA: With this #ClimateCrisis we face, #COP28 must foster action for a global fossil phase out. 

Our MEPs call on UN #ClimateCha…",140,12,0,"en",415,246,NA,"Hello everyone, I am a Climate Crisis bot. 🤖 
I retweet hashtags #climatecrisis and #climatechange.
Because it matters. 🌍",FALSE
"3067","RT @OrganicLiveFood: #Climatechange: How 1.5 C degrees of #globalwarming could change the world: https://t.co/sRGbUvkMUZ One million specie…",140,19,0,"en",415,246,NA,"Hello everyone, I am a Climate Crisis bot. 🤖 
I retweet hashtags #climatecrisis and #climatechange.
Because it matters. 🌍",FALSE
"3068","#globalwarming #climatechange #heatwave #AI #blog #artificialintelligence https://t.co/hDfoPG8tvx",97,0,1,"und",1020,1688,"https://t.co/7f7VXFVnzH","Emilie's 👧🏼 daddy 💕 … #DEV #AI #SEO #PPC … 🇿🇦 🇦🇹 🇩🇪 🇬🇧 🇺🇸 … Entrepreneur + Software Engineer + Aerospace/Mechanical Engineer",FALSE
"3069","RT @Sandeep4Earth: #globalwarming #climatechange #climatecrisis #climateaction #climate #climatestrike #climatechangeisreal #climateemergen…",140,37,0,"und",28,310,NA,"jewellery",FALSE
"3070","#ClimateChange &amp; #GlobalWarming is a #Scam . Why? Because If that were true, no bank would give a 30 year mortgage on any beach front property and no title company would give title insurance on them either. Thats how you know its all a scam.",245,2,10,"en",2787,4992,NA,"AMERICAN APE PATRIOT Must love dogs. Commercial Real Estate Expert. Idiots blocked. 🇺🇲🦧🦍🍿💖🐸🙌🏼💎🚛🇺🇲🇨🇦💋",FALSE
"3071","RT @TegoArcanaDei: Fox News agrees that climate change is all about power and money and little to do with #ClimateChange https://t.co/PNkYb…",140,8,0,"en",24,103,NA,"",FALSE
"3072","There was a moth flying around our back porch lights last night. On February 19. In Central Illinois. Very weird. #whereiswinter #climatechange #mildwinter",155,0,0,"en",352,854,"https://t.co/hCHOEYFHfB","Musician. Mystery Seeker. Meme Aficionado.",FALSE
"3073","Are you looking for solutions to #ClimateChange?
Do you believe in a #SustainableFuture for our🌎?
Are you aware that your life depends on #food🥗&amp; those 👩‍🌾👨‍🌾who produce it?

If your answer is YES, then you are a #Climaker!

Find out more on our website 
💻https://t.co/R1ZFJTmUWm https://t.co/gAcRp5rTmX",283,3,6,"en",647,71,"https://t.co/ENuJMZlKIM","🌎#Farmers 👨‍🌾👩‍🌾& relevant stakeholders in the AG sector🌱 together in a ""Farmers Driven Climate Change Alliance"" to provide solutions to #ClimateChange",FALSE
"3074","RT @LossandDamage: 1/2. 📢OPEN CALL: @CA_Latest is editing a special issue of @ClimDevJournal on ""Novel Approaches in Climate Impacts, Vulne…",140,27,0,"en",375,897,"https://t.co/n58ijeqJCB","Int'l climate justice & child rights 
JSD @WashULaw, Researcher @GephardtWashU
@LSELaw & @UWELaw alum  
she/her | born at 358ppm
🐶🇪🇺✡",FALSE
"3075","RT @ReutersPlus: Greening of high-emitting industries will help nations around the world meet climate targets as Tokyo offers solutions as…",139,52,0,"en",131,216,NA,"ना सम्मान का मोह है
ना अपमान का भय",FALSE
"3076","RT @Sandeep4Earth: #climatechange #climatecrisis #ClimateEmergency #savetheplanet  #savetheearth #ClimateAction #ClimateBrawl #climate #Sav…",140,25,0,"und",3,36,NA,"",FALSE
"3077","RT @Sandeep4Earth: #savetheplanet #savetheearth #climatechange #environment #plasticfree #zerowaste #gogreen #ecofriendly #globalwarming #n…",140,36,0,"und",3,36,NA,"",FALSE
"3078","RT @Sandeep4Earth: #globalwarming #climatechange #climatecrisis #climateaction #climate #climatestrike #climatechangeisreal #climateemergen…",140,37,0,"und",3,36,NA,"",FALSE
"3079","@ChattJazz @glennkirschner2 @CheriJacobus @JudyPete @MalcolmNance @BadBradRSR She's talking about White Privilege.
Hunter is by far one of the great examples of creepy behavior including lawlessness.
Let's talk about #ClimateChange",231,0,0,"en",67,107,"http://t.co/FANov2uGyz","Humorous Research Analyst",FALSE
"3080","@GeneforTexas We should be enjoying 1-day workweeks. But celebrate the existence of 3-4 billion non-contributing #bullshitjobs instead. Wasting most of our resources and energy. Causing #climatechange and ""inflation"".

We are not the smartest civilization.",256,0,1,"en",11331,11057,"https://t.co/KaHATaLKCx","Your governments stole your lives and forced you to destroy your biosphere via 3-4 billion #bullshitjobs. Or to die of poverty.",FALSE
"3081","RT @CalVolunteers: 🔥Temperatures aren’t the only thing rising with #climatechange.🔥 

🌎 This fall, hundreds of #CAClimateActionCorps Fellow…",140,14,0,"en",2,18,NA,"Travel Running Books Photography Food",FALSE
"3082","We can no longer afford to put our heads in the sand. #ClimateChange is real and happening right now, and we must act! 🌎 

#ClimateCrisis #ClimateEmergency #ClimateAction #biodiversity https://t.co/RaBB4xk2aU",184,0,1,"en",17,73,"https://t.co/gtF9belkdN","Demanding Action, Inspiring Hope",FALSE
"3083","RT @Dr_RSchneider: I’m delighted to be invited to talk about #EO4Health this Wed a.m. (22nd Feb) at the #GlobalHealth Summit* 2023 hosted b…",140,3,0,"en",2487,1315,"https://t.co/w2ujv1tx0N","@CSIC Tenured Scientist | @tmgh_nagasaki Visiting Associate Professor | #COSTinDust | @mccstudy | @WatchplantP | @appeasymeta | @mesquesurf | tweets my own",FALSE
"3084","#Lent begins this week on #AshWednesday. Join #CRSRiceBowl where we’ll encounter communities in Honduras🇭🇳, the Philippines🇵🇭 and Kenya🇰🇪 and learn how people are overcoming the causes of #hunger and adapting to #climatechange: https://t.co/fsTY6d2LqV. https://t.co/Y4QGU9st2T",252,2,6,"en",85937,11974,"https://t.co/R9YW9BGHsk","Catholic Relief Services (CRS) is the official int'l humanitarian agency of the U.S. Catholic community. We assist people in need in more than 100 countries.",TRUE
"3085","RT @DrGem2015: Why #climatechange deserves a more balanced view

https://t.co/AqTl0bIcO4

 #globalwarming #history #economics
#bloomberg #w…",140,4,0,"en",202,191,"https://t.co/mp8vvY84ti","Economist, Optimist, Blogger, Husband, New Yorker, Creator of unique content",FALSE
"3086","🆕The #PeaceCorner Podcast is back! 

Do local-level solutions work for a global problem such as #ClimateChange?

Find out! ➡️🎧 https://t.co/MPGS6UXujS

#Youth4Peace | #Youth4Climate https://t.co/opt3fROQMQ",181,6,8,"en",10718,2672,"https://t.co/ADIOcqTTHW","Peace is best built from the ground up. 

We are GPPAC, a global network of people passionate about building peace together.",FALSE
"3087","RT @DrGem2015: #econtwitter _ Why climate change deserves a more balanced view

https://t.co/AqTl0bIcO4

#climatechange #globalwarming #his…",140,4,0,"en",202,191,"https://t.co/mp8vvY84ti","Economist, Optimist, Blogger, Husband, New Yorker, Creator of unique content",FALSE
"3088","RT @EIA_News: Regions in #US, #China most at risk for climate damage: report

https://t.co/tlCT1GPNGw

#climatechange https://t.co/YwXN9B43…",140,2,0,"en",1609,2822,NA,"Half Clueless & Half Stubborn. Half Idealistic & Half Pragmatic. - Full Clumsy. - To insult someone we call him “bestial”. Wouldn’t be “human” worse insult?.",FALSE
"3089","RT @KonstantinosSun: As @jacindaardern admits, #CycloneGabrielle was the worst storm to hit #NewZealand in more than a century. The fact th…",140,46,0,"en",929,1041,NA,"Normandy, Surrey community campaigner. Retweets not endorsements. @greenbeltnagger@mstdn.social",FALSE
"3090","For example, after only two minutes of snow shoveling, study participants’ heart rates exceeded 85% of maximal heart rate

StormShadow #ClimateChange
Environmental Intelligence 

https://t.co/VKmKlfH4I0",202,1,1,"en",456,21,"https://t.co/Kj63cLJmR1","Official CBDN, Finance news. ©️1983, ©️2023. All Rights Reserved. SOCIALGOODREWARDS® 🔴🟠 #BusinessIntelligence #VendorPortal",FALSE
"3091","If #climatechange continues at the current pace, most of marine species will lose significant amounts of their suitable habitat ranges by 2100, new modeling study finds. 

Via @earthdotcom https://t.co/YOv4yFAn0K",212,0,10,"en",177029,12379,"https://t.co/wigknqY5yN","We protect nature for the benefit of humanity. We spotlight and secure the most important places in nature for the climate, for biodiversity and for people.",TRUE
"3092","RT @AshlandPress: New review on @EcoLitBooks ! @JoeAnnH reviews STAY COOL by Aaron Sachs:
https://t.co/0lcOdzqq9f
#ecolit #climatechange #d…",140,1,0,"en",1870,1278,"https://t.co/h553FNJbl9","When you believe in things that you don't understand, then you suffer.",FALSE
"3093","""China, U.S., India top list of countries most vulnerable to #climatechange.""

https://t.co/PLTYGvbiMv",102,0,0,"en",6405,4354,"https://t.co/vaxsQDOBod","Child, Adolescent & Adult Psychiatrist. Therapist. Neuroscientist. (Sometimes) Philosopher. Views mine. Tweet≠medical advice. Follow/RT/like≠endorsement.",FALSE
"3094","RT @GreensEFA: With this #ClimateCrisis we face, #COP28 must foster action for a global fossil phase out. 

Our MEPs call on UN #ClimateCha…",140,12,0,"en",3374,426,"https://t.co/WOIiYQkH3P","Member of @Europarl_EN | @GreensEFA | Co-chair of @europeangreens | Organic Farmer & Beekeeper | DE/EN | #agriculture #animaltransport #westernbalkan #forest",TRUE
"3095","RT @TravelTomorrowX: .@UN Head says cities worldwide face climate “death sentence”
@antonioguterres #naturaldisaster #SecurityCouncil #clim…",140,2,0,"en",2574,2517,"https://t.co/phh71oalVC","'An author to watch.' - The Book Doctor.

'Addictive literary crime fiction at its absolute best.' - Love Books Group.

Debut: Sea of Bones @LegendPress #FBPE",FALSE
"3096","@martianwyrdlord 3-4 billion non-contributing #bullshitjobs are wasting most of our resources, energy and fossil fuels. Causing #climatechange and ""inflation"".

Nonsense employment is literally baking our food chains.",217,0,1,"en",11331,11057,"https://t.co/KaHATaLKCx","Your governments stole your lives and forced you to destroy your biosphere via 3-4 billion #bullshitjobs. Or to die of poverty.",FALSE
"3097","New review on @EcoLitBooks ! @JoeAnnH reviews STAY COOL by Aaron Sachs:
https://t.co/0lcOdzqq9f
#ecolit #climatechange #darkhumor #ecoliterature https://t.co/26e1vait9A",144,1,8,"en",890,98,"https://t.co/xgfnLX1wBA","Ashland Creek Press is an independent, vegan-owned publisher of ecofiction and books about animals. Going strong since 2011.",FALSE
"3098","TRULY STUNNING MOMENT in  #Antarctica 

B29 structure has imploded in a few days 
WOW 

Your daily #Thwaites update 20.02.2023 

 #ClimateCrisis #ClimateEmergency #ClimateChange https://t.co/ZMFb3kMsja",177,21,53,"en",360,113,NA,"Back on Twitter, sadly. 
Climate news and data mixed with irony.
Some Ukraine news

Tragedies are outpacing life and tyranny is outpacing democracy",FALSE
